trial;pic;iti
1;11D;13995
2;13A;12509,5
3;8D;12893
4;23C;12826,3
5;26D;13543,6
6;2A;12876,3
7;9A;13193,3
8;5B;12542,8
9;3D;12692,9
10;10B;12192,5
11;21A;12993,1
12;17C;13827,1
13;18C;12676,2
14;16B;12509,4
15;6D;13810,5
16;14B;12275,9
17;15D;12359,3
18;4C;13960,5
19;19B;12159,2
20;22D;12292,6
21;24A;12993,1
22;7A;12592,8
23;20C;13576,9
24;12B;12442,7
25;1B;12509,4
26;25D;0
