trial;pic;iti
1;14B;12959,5
2;7B;12125,5
3;1A;13860,2
4;22B;13693,3
5;2B;13726,8
6;13A;13960,2
7;10B;13976,9
8;19D;13726,7
9;9C;14060,3
10;17C;12225,7
11;15B;12492,4
12;8B;14060,4
13;11B;12342,3
14;26B;12809,4
15;20C;12926,2
16;4A;14043,6
17;24D;12409,1
18;21B;12742,7
19;12B;13726,7
20;16A;12859,4
21;6A;14077
22;25C;13960,2
23;18D;12275,7
24;23C;12826,1
25;5C;13026,2
26;3A;0
