trial;pic;iti
1;6A;12592,7
2;4B;13393,3
3;14A;12525,9
4;17A;13426,7
5;23C;13910,3
6;26C;12709,4
7;7D;12242,4
8;20C;12993
9;3C;13643,4
10;2D;13443,3
11;15A;12809,5
12;8A;13109,8
13;25B;12742,7
14;9B;13660,2
15;12B;12225,7
16;21A;13843,6
17;1C;13760,2
18;24A;13660,2
19;10B;14043,7
20;19B;12859,5
21;18B;12492,6
22;13C;13143,1
23;5A;13560,1
24;22D;12692,7
25;16D;13143,1
26;11D;0
