trial;pic;iti
1;24A;12375,7
2;23A;12959,6
3;26B;13893,5
4;7C;12692,7
5;14A;13326,5
6;10C;12325,7
7;6B;12342,5
8;17D;12175,6
9;19B;12158,9
10;25D;14110,4
11;11D;13443,3
12;2A;13459,9
13;21C;12392,4
14;13A;13593,4
15;3A;13293,1
16;18B;12859,5
17;15C;12425,8
18;9C;13426,5
19;4A;13826,9
20;12D;12692,7
21;1B;13559,9
22;22D;12826,2
23;16B;13610
24;5C;13159,7
25;8A;12275,7
26;20D;0
