trial;pic;iti
1;16A;13009,7
2;17A;12709,4
3;23C;13543,4
4;13A;12475,9
5;10D;12175,7
6;2C;12626
7;14B;13643,5
8;11A;12692,7
9;8D;12776,2
10;5B;12559,3
11;25C;13009,6
12;1C;13143,1
13;21A;12709,4
14;22D;13176,5
15;18B;12892,9
16;9B;12492,6
17;26B;12659,4
18;7D;12509,3
19;15C;13660,1
20;4C;14093,8
21;24B;13259,8
22;12B;12392,6
23;6B;13043
24;3A;13359,9
25;19C;13893,6
26;20C;0
