trial;pic;iti
1;3C;12459,2
2;16C;12792,8
3;19C;13393,2
4;23B;12809,5
5;5C;12609,3
6;20B;12842,8
7;8A;13143,1
8;26A;13543,3
9;14B;13877
10;4A;13893,6
11;18B;14060,4
12;6C;12642,6
13;21B;12242,4
14;9B;12259,1
15;15A;13660,1
16;7A;12159
17;11A;12359,1
18;10C;12876,2
19;25B;13259,8
20;12A;12909,6
21;17A;12659,3
22;2B;13743,5
23;13C;14077,1
24;22C;13610,1
25;24A;13960,3
26;1B;0
