trial;pic;iti
1;4D;13843,6
2;16A;13760,2
3;6D;12676,1
4;2D;13793,5
5;24B;12142,4
6;18B;13476,6
7;21B;13760,3
8;14D;13543,3
9;19D;12726,1
10;26B;13476,7
11;15B;13843,6
12;9A;12509,3
13;7B;12475,9
14;22B;13776,9
15;23B;13660,1
16;1D;13810,3
17;13D;14060,4
18;8A;13860,3
19;10A;13159,7
20;3A;12742,8
21;17B;13760,2
22;12C;12275,8
23;25B;13026,3
24;5C;14060,5
25;11C;13660,1
26;20A;0
