trial;pic;iti
1;5A;12226,2
2;21B;12760
3;26D;12392,9
4;1D;13060,2
5;17C;12159,5
6;22D;12242,9
7;19C;13510,5
8;14D;13260,3
9;10C;13543,9
10;25B;13844,1
11;3D;14010,9
12;9B;12893,4
13;8D;13644
14;13B;13493,8
15;11C;14094,3
16;15B;12593,2
17;16B;13477,1
18;12B;13443,8
19;4B;12926,8
20;6B;13076,8
21;24D;13777,4
22;2C;13177
23;20C;12893,3
24;7B;13644
25;23A;13060,2
26;18B;0
