trial;pic;iti
1;17B;13043
2;5A;12259,1
3;9D;12259,1
4;4D;13026,3
5;10B;13510
6;20A;13760,2
7;16B;13827
8;1A;14077,1
9;12B;12692,7
10;25C;12826,2
11;21D;13009,7
12;6B;13193,1
13;14C;13359,9
14;2A;13726,8
15;22A;13026,4
16;24C;12792,8
17;19A;12342,5
18;3B;13343,2
19;11D;13510,1
20;18B;12559,3
21;13D;12709,4
22;8D;13560,1
23;7A;13243,1
24;23C;14077,1
25;15A;14110,5
26;26B;0
