stimulus;background.size;gaze.size;head.size;body.size;nongaze.size;background.m_x;background.min_x;background.max_x;background.m_y;background.min_y;background.max_y;gaze.m_x;gaze.min_x;gaze.max_x;gaze.m_y;gaze.min_y;gaze.max_y;head.m_x;head.min_x;head.max_x;head.m_y;head.min_y;head.max_y;body.m_x;body.min_x;body.max_x;body.m_y;body.min_y;body.max_y;nongaze.m_x;nongaze.min_x;nongaze.max_x;nongaze.m_y;nongaze.min_y;nongaze.max_y
6A_ROI.png;1111454;28853;8650;60220;19623;660,268386275995;1;1280;479,737521300927;1;960;200,97099088483;112;293;484,282535611548;378;612;571,81676300578;515;630;241,896994219653;192;296;500,450896712056;297;655;495,973912321488;265;741;627,145543494878;514;738;575,816694695001;497;634
6B_ROI.png;1115938;23794;9262;48097;31709;659,610318852839;1;1280;475,95163978644;1;960;170,258930822897;43;298;586,245860300916;514;647;579,647484344634;524;639;266,300043187217;216;324;463,872694762667;262;666;536,26906044036;286;792;606,498438929011;515;698;539,195212715633;413;828
6C_ROI.png;1110487;22555;6935;54885;33938;665,159308483575;1;1280;482,711439215407;1;960;616,078829527821;497;735;547,767412990468;468;611;462,365104542177;407;509;218,01268925739;162;271;476,159096292247;365;583;452,112362211898;250;749;152,026725204785;55;253;462,980228652248;349;597
6D_ROI.png;1101593;32943;7495;61997;24772;663,938890316115;1;1280;478,837673260451;1;960;602,295935403576;509;696;513,057857511459;390;806;436,429486324216;380;486;239,728352234823;184;294;461,445989322064;336;657;488,600803264674;276;780;158,857782980785;28;289;563,6992572259;490;627
7A_ROI.png;1116773;20468;16027;55645;19887;668,286110964359;1;1280;475,38289070384;1;960;382,50415282392;339;426;610,270422122337;478;744;295,684781930492;230;358;332,352530105447;253;420;265,310540030551;133;446;543,476502830443;392;701;673,368280786443;567;762;577,474933373561;514;644
7B_ROI.png;1101382;47233;16293;53979;9913;674,73120770087;1;1280;475,2928193851;1;960;365,499904727627;218;501;643,446234624098;541;754;304,089609034555;239;366;298,648622107654;218;387;280,580447951981;136;452;493,297597213731;359;670;660,340159386664;633;687;511,848582669222;419;604
7C_ROI.png;1099984;20627;23748;63160;21281;684,347450508371;1;1280;475,756157362289;1;960;667,113152663984;558;791;561,373054734086;497;629;171,46930267812;81;257;311,057099545225;225;407;135,086621279291;19;313;561,923495883471;371;729;371,715943799633;325;418;594,742963206616;462;729
7D_ROI.png;1086518;10065;24129;60297;47791;691,357983945043;1;1280;473,307275167093;1;960;658,397118728266;631;686;514,686934923001;421;607;176,790418169008;88;265;297,698827137469;211;397;126,179461664759;17;245;544,776108264093;354;716;363,514469251533;215;500;648,022891339373;544;762
8A_ROI.png;1036316;45234;30156;99191;17903;650,273473535099;1;1280;472,178796814871;1;960;201,210969624619;91;312;708,19412388911;587;842;666,680262634302;588;754;211,727616394747;89;327;673,202720004839;516;837;497,802250204152;289;661;959,389878791264;897;1019;743,738144445065;659;826
8B_ROI.png;1022935;20653;30842;109636;44734;627,182470049417;1;1280;471,869603640505;1;960;262,968769670266;194;332;767,668377475427;677;859;647,459762661306;569;735;194,225017832825;75;311;664,025165091758;500;842;490,850614761575;259;666;1056,87819108508;943;1171;717,276031653776;598;847
8C_ROI.png;1038977;17753;30386;97850;43834;659,961651701626;1;1280;474,671246812971;1;960;965,501380048443;906;1024;727,95899284628;645;810;598,763377871388;506;691;197,616402290529;83;320;578,270720490547;426;739;486,738201328564;259;655;215,42781858831;106;326;700,60526075649;580;833
8D_ROI.png;1024605;45320;32451;105706;20718;637,671842319723;1;1280;476,011740134003;1;960;1063,15059576346;947;1181;700,456288614298;580;831;596,62269267511;502;689;169,774983821762;49;305;573,912635044368;417;739;472,653416078557;233;648;264,294092093831;195;333;748,0472053287;658;840
9A_ROI.png;906154;30013;49436;201599;41598;642,444814016161;1;1280;454,386551292606;1;960;123,00116616133;36;229;801,244327458101;704;898;641,012238045149;542;743;153,892507484424;5;314;699,54969518698;440;941;566,915257516158;241;888;684,725900283667;622;750;787,275445934901;570;960
9B_ROI.png;887607;41259;51061;209123;39750;637,174623453848;1;1280;459,379349193956;1;960;130,989287185826;61;200;716,311641096488;510;895;658,673860676446;553;765;131,605217289125;1;292;712,543393122708;467;968;537,418657919024;217;803;841,245257861635;744;983;856,08241509434;738;960
9C_ROI.png;879340;33826;53185;220665;41784;609,81167125344;1;1280;449,36649191439;1;960;933,674895051144;835;1087;872,234553302194;774;960;739,511271975181;636;843;155,005903920278;1;320;776,086180409218;529;1043;570,608850520019;283;842;206,924995213479;138;276;757,00919012062;547;939
9D_ROI.png;908672;40966;46927;201049;31186;595,326231027257;1;1280;451,140871513593;1;960;815,197505248255;752;879;789,814846458038;576;960;796,381848402839;701;893;162,102691414324;3;317;833,259459136827;565;1077;573,770946386204;281;894;250,014429551722;162;357;807,435996921696;707;907
