trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;24B;12909,6;970,5;602,6;1;7676;0,0719124544033351;0,00521104742053153;0,0211047420531527;0,102006253256905;0,0857142857142857;0,0285714285714286;0,0285714285714286;0,0571428571428571;655;9960;1980;1769;0;0;0;0;0;0
2;3A;13760,2;961,4;611,4;1;7959;0,353310717426812;0,237467018469657;0;0,0337982158562634;0,2;0,257142857142857;0;0,0571428571428571;307;1373;NA;6078;0;0;0;0;0;0
3;13B;13209,8;965,2;597,4;1;8067;0,312259823974216;0,174538242221396;0,108590554109334;0;0,257142857142857;0,171428571428571;0,0571428571428571;0;222;6200;1146;NA;0,0714285714285714;0,125;0;0;0;0
4;11B;13410;957,9;595,4;1;7958;0,0506408645388289;0,321060567981905;0;0,0477506911284242;0,0588235294117647;0,352941176470588;0;0,0588235294117647;810;216;NA;3678;0;0;0;0;0;0
5;2A;12392,5;972;606,4;1;8625;0,244057971014493;0,162086956521739;0;0;0,15625;0,15625;0;0;547;249;NA;NA;0;0;0;0;0;0
6;25B;12475,9;960,6;617,6;1;8216;0,341893865628043;0,0962755598831548;0,383033106134372;0,0528237585199611;0,44;0,16;0,16;0,08;226;3234;1078;2746;0,0666666666666667;0,1;0;0;0;0
7;8D;12492,6;972,5;619,2;1;8463;0,370081531371854;0,0668793572019378;0,345858442632636;0,0847217298830202;0,28125;0,09375;0,34375;0,0625;225;4583;1010;3784;0,230769230769231;0,333333333333333;0;0;0;0
8;16B;14110,5;956,8;615,6;1;8797;0,224394680004547;0;0,355348414232125;0,0575196089575992;0,25;0;0,357142857142857;0,0357142857142857;231;NA;1661;4743;0,25;0,285714285714286;0;0;0;0
9;9A;12576;951,6;626,8;1;7610;0,187122207621551;0,0596583442838371;0,385939553219448;0,153876478318003;0,285714285714286;0,0714285714285714;0,25;0,142857142857143;539;224;2389;1755;0;0;0;0,1;0;0,333333333333333
10;21D;12342,5;967,8;630,4;1;7103;0,203575953822329;0,0815148528790652;0,341968182458116;0,0111220611009433;0,2;0,171428571428571;0,2;0,0285714285714286;560;293;1463;3040;0;0;0;0;0;0
11;23C;12542,6;954,5;639,4;1;7515;0,294078509647372;0,283033932135729;0,118829008649368;0,028210246174318;0,242424242424242;0,272727272727273;0,0606060606060606;0,0606060606060606;1000;528;3084;2259;0;0;0;0;0;0
