trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;11A;12592,6;970,774157303371;571,698876404494;1;8311;0,0806160510167248;0,0563109132475033;0,177234989772591;0;0,0625;0,09375;0,15625;0;448;200;1548;NA;0,2;0,5;0;0;0;0
2;5B;12592,7;968,75121148411;560,800108810554;0;8510;0,196827262044653;0,0330199764982374;0,0990599294947121;0;0,107142857142857;0,0357142857142857;0,142857142857143;0;290;6712;2075;NA;0;0;0;0;0;0
3;7B;12592,7;964,1;563,1;1;8265;0,185843920145191;0;0,162976406533575;0,0817906836055656;0,181818181818182;0;0,121212121212121;0,0606060606060606;301;NA;1554;3177;0,2;0,2;NA;0;0;NA
4;15D;13977;973,3;563;1;8261;0,116692894322721;0,151797603195739;0,145866117903402;0,0610095630068999;0,138888888888889;0,166666666666667;0,138888888888889;0,0555555555555556;297;954;1317;2191;0,1;0;0,2;0;0;0
5;3B;12692,8;976,9;577,5;1;8125;0,119138461538462;0,0251076923076923;0,118276923076923;0;0,147058823529412;0,0588235294117647;0,0882352941176471;0;279;4566;1173;NA;0,125;0,2;0;0;0;0
6;17C;12442,5;968,75121148411;560,800108810554;0;8036;0,297536087605774;0;0,194250871080139;0,147336983573917;0,303030303030303;0;0,151515151515152;0,151515151515152;268;NA;2141;932;0,1;0,1;NA;0,1;0,1;NA
7;13D;13993,8;966,6;560,6;1;8504;0,23447789275635;0,0617356538099718;0,195084666039511;0,090310442144873;0,181818181818182;0,0909090909090909;0,151515151515152;0,0909090909090909;312;3459;2437;1571;0;0;0;0;0;0
8;21A;12575,9;978,8;555,8;1;7896;0,187056737588652;0,115501519756839;0,136144883485309;0,0226697061803445;0,171428571428571;0,142857142857143;0,114285714285714;0,0285714285714286;293;3525;1557;2109;0;0;0;0;0;0
9;25C;13810,3;967;546,2;1;8289;0,241886837978043;0,0266618409940886;0,275425262395946;0,33236819881771;0,25;0,15625;0,1875;0,25;225;10;812;1541;0,0833333333333333;0,125;0;0;0;0
10;19C;13543,4;962,079584775086;561,250865051903;1;7780;0,234447300771208;0,0201799485861183;0,18560411311054;0,182390745501285;0,225;0,025;0,15;0,2;944;2781;742;343;0,1;0,111111111111111;0;0,1;0,111111111111111;0
11;1B;13843,6;965;561,7;1;7931;0,114109191779095;0,0596393897364771;0,426301853486319;0,343966712898752;0,148148148148148;0,148148148148148;0,333333333333333;0,296296296296296;1086;264;388;861;0,25;0,25;0,25;0,125;0,25;0
12;2B;13176,4;963,2;566,4;1;7973;0,118148752038129;0,120280948200176;0,402483381412266;0,131694468832309;0,148148148148148;0,148148148148148;0,259259259259259;0,148148148148148;377;240;1146;1955;0;0;0;0;0;0
13;14B;13443,3;975,8;540,7;1;7570;0,11994715984148;0;0,468428005284016;0,266314398943197;0,166666666666667;0;0,361111111111111;0,25;198;NA;939;1627;0,166666666666667;0,2;0;0;0;0
14;10C;13760,2;967,9;558,7;1;7755;0,174597034171502;0,0313346228239845;0,0573823339780787;0,232237266279819;0,2;0,0571428571428571;0,0857142857142857;0,114285714285714;271;123;6028;2084;0;0;0;0;0;0
15;23C;12242,4;960,2;570,4;1;7444;0,133261687264911;0,0505104782375067;0,0906770553465879;0,409188608275121;0,129032258064516;0,0645161290322581;0,0967741935483871;0,32258064516129;2520;9604;5560;456;0;0;0;0,333333333333333;0,25;0,5
16;12D;12943;971,1;562,2;1;7705;0,193770279039585;0;0,383127839065542;0,294484101232966;0,1875;0;0,3125;0,3125;282;NA;1663;796;0,166666666666667;0,166666666666667;NA;0,333333333333333;0,333333333333333;NA
17;18B;13643,4;965,3;547,9;1;7679;0,102747753613752;0,0459695272821982;0,416069800755307;0,215913530407605;0,0857142857142857;0,0571428571428571;0,428571428571429;0,228571428571429;902;3024;280;1352;0,4;0,333333333333333;0,5;0,2;0,333333333333333;0
18;9D;13343,3;976,6;553;1;7189;0,0605091111420225;0;0,473501182361942;0,40603700097371;0,0571428571428571;0;0,542857142857143;0,342857142857143;476;NA;1137;1577;0,333333333333333;0,5;0;0;0;0
19;8D;12125,6;972,7;556,7;1;7774;0,046436840751222;0;0,421533316182146;0,441600205814253;0,0625;0;0,5;0,28125;263;NA;715;2042;0,333333333333333;0,5;0;0;0;0
20;6D;12275,8;968,981818181818;560,527272727273;1;8272;0,122098646034816;0,151233075435203;0,320116054158607;0,217601547388781;0,135135135135135;0,162162162162162;0,243243243243243;0,243243243243243;3456;305;152;926;0,0909090909090909;0,2;0;0,0909090909090909;0;0,166666666666667
21;20B;12859,6;976,2;552,7;1;7863;0,191911484166349;0,0396795116367799;0,267073636016787;0,277629403535546;0,161290322580645;0,0645161290322581;0,225806451612903;0,258064516129032;307;3363;1339;2548;0;0;0;0;0;0
22;22D;14077,1;970,7;564,6;1;7853;0,249076785941678;0,052464026486693;0,330701642684324;0,112950464790526;0,225806451612903;0,129032258064516;0,193548387096774;0,0967741935483871;235;87;1221;2127;0,272727272727273;0,285714285714286;0,25;0,0909090909090909;0;0,25
23;16C;13493,3;967,993515358362;548,725597269625;1;7495;0,0429619746497665;0,0332221480987325;0,470180120080053;0,432288192128085;0,0666666666666667;0,0333333333333333;0,5;0,333333333333333;278;8991;678;1388;0,25;0,5;0;0,25;0;0,5
24;24A;12209,1;964,7;578,8;1;7800;0,0792307692307692;0,0267948717948718;0,282179487179487;0,423974358974359;0,0571428571428571;0,0571428571428571;0,285714285714286;0,342857142857143;511;202;987;1387;0,2;0,5;0;0,2;0,5;0
25;4D;12826,2;961,8;581,5;1;7884;0,145357686453577;0,0475646879756469;0,140157280568239;0,289954337899543;0,15;0,05;0,125;0,25;497;355;898;1480;0,125;0,166666666666667;0;0;0;0
26;26D;0;962,3;555,5;1;8014;0,152607936111804;0,135013725979536;0,0821063139505865;0,037684052907412;0,176470588235294;0,205882352941176;0,117647058823529;0,0294117647058824;433;184;331;9502;0,142857142857143;0,166666666666667;0,125;0;0;0
