trial;pic;iti
1;1B;12792,8
2;9A;12709,4
3;17D;12926,2
4;19B;13543,4
5;16C;13459,9
6;15C;12676,1
7;4B;13426,6
8;24B;13793,5
9;5C;12225,7
10;10D;12659,4
11;3C;14010,3
12;26C;12576
13;12B;12192,4
14;25A;12876,1
15;23A;12942,9
16;20C;12709,4
17;8C;13059,7
18;6D;12909,5
19;11A;12926,3
20;2C;13443,3
21;7B;13743,5
22;21A;13910,2
23;22C;12375,9
24;14B;13626,7
25;18D;13426,6
26;13D;0
