trial;pic;iti
1;19A;12876,1
2;25C;13243,1
3;11B;12992,9
4;26A;13259,8
5;15A;12959,5
6;3D;13526,6
7;14D;13193
8;10A;14077,1
9;9B;12125,6
10;1D;12625,9
11;20C;13526,7
12;22D;13760,1
13;13A;13526,6
14;24D;13093
15;7D;13726,7
16;18A;13193,1
17;16B;14093,7
18;2D;12225,7
19;4A;13726,7
20;17A;13393,2
21;5C;13326,5
22;8D;12142,3
23;12C;12125,5
24;6B;12359,1
25;21D;12976,3
26;23D;0
