trial;pic;iti
1;16D;13490,9
2;9A;13028,7
3;17B;13993,7
4;3B;13343,2
5;23C;12676
6;6B;12242,4
7;13D;13993,7
8;26B;13293,1
9;21A;12125,7
10;4C;13610
11;5B;13826,9
12;7C;12692,7
13;18B;13476,6
14;22B;13410
15;8D;13860,2
16;25D;12992,9
17;20D;13410
18;24B;13860,2
19;12C;12509,2
20;2A;13293,2
21;15A;12959,6
22;10B;13209,7
23;19A;13826,9
24;14B;13693,5
25;11C;13459,9
26;1D;0
