trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;17A;13126,3;938,6;615,7;1;8327;0,337936831992314;0,0104479404347304;0,171250150114087;0,191665665906089;0,266666666666667;0,0333333333333333;0,133333333333333;0,166666666666667;317;3158;3540;4006;0;0;0;0;0;0
2;8A;13076,4;928,2;612,8;1;8743;0,324602539174197;0,0561592130847535;0,117351023676084;0,257691867779938;0,260869565217391;0,0869565217391304;0,0869565217391304;0,217391304347826;290;3694;1504;2363;0;0;0;0,111111111111111;0,166666666666667;0
3;12C;12342,4;925;617,9;1;6147;0,282088823816496;0,089311859443631;0,0845941109484301;0,0631202212461363;0,217391304347826;0,0434782608695652;0,130434782608696;0,0869565217391304;1112;9451;949;330;0;0;0;0,166666666666667;0;1
4;16D;13209,8;939,4;610;1;7733;0,127246864088969;0,0434501487133066;0,191128927971033;0,454674770464244;0,148148148148148;0,111111111111111;0,148148148148148;0,407407407407407;257;8146;3136;1420;0;0;0;0,142857142857143;0,333333333333333;0
5;1C;13860,2;923,9;609,1;1;8532;0,137834036568214;0;0,0168776371308017;0,374706985466479;0,173913043478261;0;0,0434782608695652;0,260869565217391;1160;NA;950;401;0;0;0;0,2;0,25;0
6;19B;12993;930,3;609,2;1;7937;0,145520977699383;0,0294821721053295;0,054176641048255;0,261811767670404;0,103448275862069;0,0689655172413793;0,0689655172413793;0,206896551724138;784;236;382;1964;0,2;0;0,5;0,2;0,333333333333333;0
7;2C;13776,8;917,4;620,3;1;8246;0,288139704098957;0,0631821489206888;0,0720349260247393;0,0481445549357264;0,227272727272727;0,136363636363636;0,0454545454545455;0,136363636363636;2016;337;648;1289;0,125;0;0,333333333333333;0;0;0
8;11C;14093,7;931,6;593,5;1;7656;0,135971786833856;0,200496342737722;0,0914315569487983;0,0860762800417973;0,111111111111111;0,259259259259259;0,0740740740740741;0,111111111111111;465;336;4110;1493;0;0;0;0;0;0
9;3B;13943,7;932,5;604,6;1;7653;0,108192865542924;0,0203841630733046;0,0344962759702078;0,301973082451326;0,1;0,0666666666666667;0,0333333333333333;0,1;764;251;431;1641;0;0;0;0;0;0
10;15C;12242,4;941,3;597,6;1;8831;0,193409579889027;0,019363605480693;0,153663231797078;0,0568452043936134;0,166666666666667;0,0416666666666667;0,125;0,0833333333333333;296;2681;1107;2112;0;0;0;0;0;0
