trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;15C;13894,2;963,2;584,3;1;7854;0,277310924369748;0,149223325693914;0,112936083524319;0,0448179271708683;0,179487179487179;0,153846153846154;0,128205128205128;0,0256410256410256;464;282;869;2708;0,166666666666667;0,142857142857143;0,2;0;0;0
2;12D;13477,1;961,6;587,6;1;8082;0,217520415738679;0,111111111111111;0,206384558277654;0,2271714922049;0,1875;0,09375;0,1875;0,21875;191;1364;499;1090;0,1;0,166666666666667;0;0,1;0,166666666666667;0
3;26C;12426,4;948,8;603,6;1;8023;0,210769039012838;0,316714445967842;0,138850803938676;0,103951140471145;0,216216216216216;0,27027027027027;0,135135135135135;0,108108108108108;272;2086;650;925;0;0;0;0;0;0
4;10C;12609,8;951,5;593,9;1;8341;0,207409183551133;0,0371658074571394;0,142668744754826;0,0666586740199017;0,25;0,0625;0,09375;0,0625;198;2735;786;2348;0,1;0;0,5;0;0;0
5;21A;12743,3;930,4;597,7;1;8149;0,205792121732728;0,0521536384832495;0,218922567186158;0,0566940728923794;0,166666666666667;0,0833333333333333;0,111111111111111;0,0555555555555556;388;194;1074;1383;0;0;0;0;0;0
6;13A;12593,1;956,6;585,5;1;7945;0,232724984266834;0,0571428571428571;0,252234109502832;0,15217117684078;0,128205128205128;0,0769230769230769;0,230769230769231;0,153846153846154;225;4936;1955;3652;0;0;0;0,125;0;0,333333333333333
7;4B;13493,9;957,4;596,3;1;7718;0,168048717284271;0,0914744752526561;0,0741124643690075;0,0685410728167919;0,121951219512195;0,0975609756097561;0,0731707317073171;0,0487804878048781;299;186;1446;2209;0;0;0;0;0;0
8;17A;12259,5;960,4;585,7;1;7912;0,215369059656218;0,0240141557128413;0,169489383215369;0,171385237613751;0,236842105263158;0,0526315789473684;0,131578947368421;0,157894736842105;304;210;976;550;0,0909090909090909;0,111111111111111;0;0,0909090909090909;0,111111111111111;0
9;8D;12826,7;964,3;584,6;1;7997;0,402776041015381;0,0990371389270977;0,20057521570589;0,131799424784294;0,305555555555556;0,0833333333333333;0,222222222222222;0,166666666666667;244;7102;819;1527;0,133333333333333;0,181818181818182;0;0;0;0
10;1D;12809,9;958,6;586,4;1;8253;0,231552162849873;0,162607536653338;0,206470374409306;0,118623530837271;0,161290322580645;0,129032258064516;0,161290322580645;0,161290322580645;311;206;528;817;0,4;0,2;0,6;0;0;0
11;19C;14061;950,8;593,1;1;8178;0,588285644411837;0,0475666422108095;0,0563707507948154;0,0198092443140132;0,4375;0,0625;0,09375;0,03125;835;228;613;4387;0;0;0;0,0666666666666667;0,0714285714285714;0
12;6B;12126,1;942,8;593,2;1;8567;0,564141473094432;0,208824559355667;0,0947823041904984;0,058246760826427;0,470588235294118;0,235294117647059;0,117647058823529;0,0588235294117647;286;167;1382;1166;0,0434782608695652;0;0,125;0,0434782608695652;0;0,125
13;18A;12960,1;942,3;591,4;1;8343;0,373247033441208;0,0598106196811698;0,159534939470215;0,280714371329258;0,235294117647059;0,117647058823529;0,205882352941176;0,235294117647059;288;192;832;1067;0,0833333333333333;0,125;0;0,0833333333333333;0,125;0
14;22D;12709,9;942,1;586,7;1;8347;0,281418473703127;0;0,0743979873008266;0,0603809752006709;0,264705882352941;0;0,0882352941176471;0,0588235294117647;169;NA;700;488;0;0;0;0,2;0,222222222222222;0
15;14C;13327,1;943,624;594,132;1;8671;0,612040133779264;0,0439395686771999;0,161688386575943;0,122477222926998;0,5;0,0714285714285714;0,107142857142857;0,178571428571429;324;197;1345;506;0,0625;0,0769230769230769;0;0,0625;0,0769230769230769;0
16;5D;12860;943,4;579,2;1;8368;0,327437858508604;0,0979923518164436;0,21307361376673;0,152366156787763;0,303030303030303;0,121212121212121;0,181818181818182;0,151515151515152;186;2155;674;1133;0,214285714285714;0,2;0,25;0;0;0
17;3B;12409,7;944,1;588,5;1;8145;0,186617556783303;0,111724984653161;0,229220380601596;0,0261510128913444;0,153846153846154;0,128205128205128;0,205128205128205;0,0256410256410256;308;178;576;781;0,25;0,333333333333333;0,166666666666667;0;0;0
18;9A;13126,9;946,8;578,7;1;8210;0,485749086479903;0,114372716199756;0,0572472594397077;0,290864799025579;0,419354838709677;0,193548387096774;0,0645161290322581;0,258064516129032;261;448;1948;2209;0,105263157894737;0,0833333333333333;0,142857142857143;0,105263157894737;0;0,285714285714286
19;24B;13143,5;942,8;579,1;1;8347;0,195639151791063;0,058464118845094;0,0910506768899006;0,207499700491194;0,181818181818182;0,0909090909090909;0,151515151515152;0,151515151515152;279;180;763;920;0;0;0;0;0;0
20;11D;13210,3;955,9;586,6;1;8063;0,119310430360908;0,243829840009922;0,0793749224854273;0,275207739054942;0,09375;0,28125;0,09375;0,1875;288;181;672;5657;0;0;0;0,272727272727273;0;0,375
21;20D;12192,9;935,7;575,5;1;8132;0,340875553369405;0,0616084604033448;0,044146581406788;0,229094933595671;0,352941176470588;0,0882352941176471;0,0588235294117647;0,176470588235294;215;7731;7289;604;0;0;0;0,2;0,166666666666667;0,333333333333333
22;7D;13277;940,5;578;1;8588;0,185374941779227;0;0,197135537959944;0,12657196087564;0,230769230769231;0;0,230769230769231;0,0769230769230769;340;NA;1663;767;0,166666666666667;0,166666666666667;NA;0,166666666666667;0,166666666666667;NA
23;25C;12342,9;939,7;580,1;1;8186;0,448082091375519;0,0599804544344002;0,0862448082091375;0,180674322013193;0,454545454545455;0,151515151515152;0,0606060606060606;0,0909090909090909;204;2492;1959;1003;0,0476190476190476;0,0666666666666667;0;0,0476190476190476;0,0666666666666667;0
24;23D;13677,4;935,124054982818;581,591065292096;1;7818;0,380020465592223;0,0587106676899463;0,0569199283704272;0,0460475825019186;0,315789473684211;0,131578947368421;0,0789473684210526;0,0526315789473684;301;210;1385;1983;0;0;0;0;0;0
25;16D;13143,5;952,525886524823;583,209574468085;1;8317;0,38836118792834;0,0762294096429001;0,0579535890345076;0,127329565949261;0,3125;0,125;0,03125;0,1875;287;170;1911;1429;0;0;0;0,142857142857143;0,111111111111111;0,2
26;2D;0;941,5;593,9;1;8360;0,22822966507177;0,202631578947368;0;0,0590909090909091;0,15625;0,25;0;0,0625;321;191;NA;790;0;0;0;0;0;0
