trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;16D;13490,9;970,9;601,4;1;8039;0,479412862296306;0,129120537380271;0,0608284612513994;0;0,405405405405405;0,135135135135135;0,0540540540540541;0;230;2722;2345;NA;0,0476190476190476;0;0,166666666666667;0;0;0
2;9A;13028,7;984,2;607,1;1;8348;0,193100143747005;0,0747484427407762;0,0810972688068999;0,125179683756588;0,1875;0,09375;0,09375;0,15625;248;7542;1666;3073;0,1;0;0,25;0;0;0
3;17B;13993,7;982,903484320557;605,809407665505;1;8195;0,38535692495424;0,0168395363026235;0,206711409395973;0,0680902989627822;0,333333333333333;0,0303030303030303;0,121212121212121;0,0606060606060606;271;6952;2607;1466;0;0;0;0;0;0
4;3B;13343,2;979;593,8;1;8402;0,141037848131397;0,0183289692930255;0,0293977624375149;0,031183051654368;0,133333333333333;0,0333333333333333;0,0666666666666667;0,0333333333333333;245;8626;850;4614;0,166666666666667;0,25;0;0;0;0
5;23C;12676;978,5;594,8;1;8033;0,243993526702353;0,0429478401593427;0,144030872650317;0,0283829204531308;0,1875;0,0625;0,09375;0,03125;473;226;2207;3631;0;0;0;0;0;0
6;6B;12242,4;971,1;597,9;1;8536;0,160848172446111;0;0,0783739456419869;0,279873477038425;0,121212121212121;0;0,0909090909090909;0,212121212121212;190;NA;731;3786;0,25;0,25;NA;0,25;0,25;NA
7;13D;13993,7;969,9;602,5;1;8206;0,233243967828418;0,105288813063612;0,237265415549598;0,0665366804776992;0,228571428571429;0,114285714285714;0,257142857142857;0,0857142857142857;193;5074;1002;8654;0,166666666666667;0,125;0,25;0;0;0
8;26B;13293,1;969,7;591,9;1;8242;0,203591361320068;0,331351613685999;0,0198980829895656;0,0264498908032031;0,171428571428571;0,371428571428571;0,0285714285714286;0,0285714285714286;208;1301;8372;3786;0,0526315789473684;0;0,0714285714285714;0;0;0
9;21A;12125,7;969,9;606,8;1;8461;0,180829689162038;0,208367805223969;0,13946342039948;0;0,205882352941176;0,205882352941176;0,0882352941176471;0;282;147;2249;NA;0;0;0;0;0;0
10;4C;13610;968,3;609,3;1;8359;0,0750089723651154;0;0,068668501016868;0,0215336762770666;0,0571428571428571;0;0,0857142857142857;0,0285714285714286;197;NA;2223;5387;0;0;0;0;0;0
11;5B;13826,9;971,356;609,264;1;7923;0,219613782658084;0;0,0422819639025622;0,0214565189953301;0,138888888888889;0;0,0277777777777778;0,0277777777777778;181;NA;979;5827;0,166666666666667;0,2;0;0;0;0
12;7C;12692,7;961,4;603,7;1;8189;0,313835633166443;0;0,105751618024179;0;0,242424242424242;0;0,121212121212121;0;390;NA;1372;NA;0,25;0,25;NA;0;0;NA
13;18B;13476,6;969,4;610,9;1;8266;0,264335833534962;0,0500846842487297;0,159690297604646;0,0511734817323978;0,189189189189189;0,0810810810810811;0,162162162162162;0,0540540540540541;457;319;2295;3322;0,1;0,142857142857143;0;0;0;0
14;22B;13410;965,2;608,5;1;8392;0,180886558627264;0,0220448045757865;0,0713775023832221;0,118446139180172;0,114285714285714;0,0285714285714286;0,0571428571428571;0,142857142857143;205;3139;6904;4467;0,2;0,25;0;0;0;0
15;8D;13860,2;982,6;597,2;1;8269;0,259765388801548;0,0636110775184424;0,114403192647237;0,0185028419397751;0,21875;0,09375;0,15625;0,03125;456;132;1081;5271;0,111111111111111;0,166666666666667;0;0;0;0
16;25D;12992,9;964,3;610,1;1;8290;0,163329312424608;0,150663449939686;0,206996381182147;0,0162846803377563;0,15625;0,1875;0,1875;0,03125;249;90;922;2740;0,25;0,2;0,285714285714286;0;0;0
17;20D;13410;966,7;603,2;1;8420;0,110688836104513;0,040855106888361;0,147980997624703;0;0,117647058823529;0,0588235294117647;0,205882352941176;0;228;501;1209;NA;0,166666666666667;0,25;0;0;0;0
18;24B;13860,2;979,9;598,3;1;8392;0,0378932316491897;0,184223069590086;0,044208770257388;0;0,03125;0,1875;0,03125;0;6383;1514;468;NA;0;0;0;0;0;0
19;12C;12509,2;962,6;607,7;1;8359;0,122861586314152;0,332097140806317;0,0727359732025362;0,0328986720899629;0,147058823529412;0,264705882352941;0,0588235294117647;0,0294117647058824;195;1678;1013;2050;0,0666666666666667;0,2;0;0,0666666666666667;0;0,1
20;2A;13293,2;971,2;601,8;1;8245;0,163978168587022;0;0,0248635536688902;0,0756822316555488;0,166666666666667;0;0,0333333333333333;0,0666666666666667;211;NA;6305;2264;0;0;0;0;0;0
21;15A;12959,6;950,6;610,5;1;7282;0,381076627300192;0,109585278769569;0,0303488052732766;0,0166163141993958;0,272727272727273;0,121212121212121;0,0303030303030303;0,0303030303030303;210;3329;1265;2077;0;0;0;0;0;0
22;10B;13209,7;971,7;595,8;1;8429;0,222564954324356;0,148653458298731;0,0694032506821687;0,0296595088385336;0,205882352941176;0,117647058823529;0,0882352941176471;0,0294117647058824;201;8042;1330;2461;0,0833333333333333;0;0,2;0;0;0
23;19A;13826,9;970,3;601,2;1;7652;0,172895974908521;0,145190799790904;0;0,0214323052796654;0,194444444444444;0,138888888888889;0;0,0277777777777778;206;678;NA;1567;0;0;0;0,0909090909090909;0;0,2
24;14B;13693,5;958,2;613,6;1;8302;0,225367381353891;0,279691640568538;0,0163815947964346;0,0914237533124548;0,264705882352941;0,235294117647059;0,0294117647058824;0,0882352941176471;244;5510;4895;1992;0;0;0;0;0;0
25;11C;13459,9;957,9;614,6;1;8201;0,282648457505182;0,21290086574808;0,0729179368369711;0,100719424460432;0,2;0,257142857142857;0,0571428571428571;0,114285714285714;515;247;3621;5193;0;0;0;0;0;0
26;1D;0;966,1;605,1;1;7963;0,132613336682155;0,123948260705764;0,0632927288710285;0;0,147058823529412;0,117647058823529;0,0882352941176471;0;257;970;2376;NA;0,111111111111111;0;0,2;0;0;0
