trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;24A;12375,7;967,4;586,7;1;8892;0,0589293747188484;0,0302519118308592;0,166329284750337;0,112685560053981;0,0666666666666667;0,0333333333333333;0,1;0,133333333333333;3429;127;1460;659;0;0;0;0,25;0,5;0
2;23A;12959,6;980,3;576,5;1;8166;0,0694342395297575;0,0395542493264756;0,105069801616458;0,0547391623806025;0,0606060606060606;0,0606060606060606;0,121212121212121;0,0909090909090909;4376;405;1463;718;0;0;0;0,2;0;0,333333333333333
3;26B;13893,5;971,4;586,7;1;8666;0,126240480036926;0,161666282021694;0,184283406415878;0,214747288252943;0,121212121212121;0,242424242424242;0,151515151515152;0,181818181818182;211;443;645;1328;0;0;0;0;0;0
4;7C;12692,7;968,9;580,7;1;8889;0,054899313758578;0;0,159185510181123;0,380020249746878;0,111111111111111;0;0,222222222222222;0,555555555555556;1144;NA;299;882;0;0;NA;1;1;NA
5;14A;13326,5;1156,7;1026;1;8344;0;0,0118648130393097;0;0;0;0,1;0;0;NA;796;NA;NA;0;NA;0;0;NA;0
6;10C;12325,7;1080,7;1169,2;1;8219;0,488502250882102;0,0321206959484122;0;0;0,0588235294117647;0,0588235294117647;0;0;5985;5660;NA;NA;0;NA;0;0;NA;0
7;6B;12342,5;1035,4;921,7;1;7257;0;0,0166735565660741;0;0;0;0,0384615384615385;0;0;NA;1478;NA;NA;0;NA;0;0;NA;0
8;17D;12175,6;968;559,2;1;8912;0;0;0,309245960502693;0,152491023339318;0;0;0,571428571428571;0,142857142857143;NA;NA;257;1572;NA;NA;NA;NA;NA;NA
9;19B;12158,9;1173,7;726,5;1;7604;0;0;0,316938453445555;0;0;0;0,125;0;NA;NA;7590;NA;NA;NA;NA;NA;NA;NA
10;25D;14110,4;1091,2;939,2;1;8758;0;0,714318337519982;0;0;0;0,0833333333333333;0;0;NA;3744;NA;NA;0;NA;0;0;NA;0
11;11D;13443,3;1184,2;1029,1;1;7732;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;2A;13459,9;1194,3;971,9;1;8533;0,0297667877651471;0;0;0;0,0909090909090909;0;0;0;277;NA;NA;NA;0;0;0;0;0;0
13;21C;12392,4;1040,33343907373;735,399912743252;0;8864;0,0833709386281588;0,008235559566787;0;0;0,125;0,0625;0;0;3266;3129;NA;NA;0;0;0;0;0;0
14;13A;13593,4;1124,3;967,6;1;4539;0;0,090107953293677;0;0;0;0,2;0;0;NA;1536;NA;NA;0;NA;0;0;NA;0
15;3A;13293,1;984,615637860082;622,659259259259;1;8509;0,272770008226584;0,461746386179339;0,0162181219884828;0;0,117647058823529;0,411764705882353;0,0588235294117647;0;3731;185;3520;NA;0;0;0;0;0;0
16;18B;12859,5;1209,42033898305;864,538559322034;1;8582;0;0,0932183640177115;0;0;0;0,2;0;0;NA;1028;NA;NA;0;NA;0;0;NA;0
17;15C;12425,8;950;448,7;1;8686;0;0,0855399493437716;0;0;0;0,181818181818182;0;0;NA;187;NA;NA;0;NA;0;0;NA;0
18;9C;13426,5;971,5;616,1;1;8364;0,0712577714012434;0,466284074605452;0,265662362505978;0,192969870875179;0,166666666666667;0,277777777777778;0,222222222222222;0,277777777777778;2297;5395;766;323;0;0;0;0,25;0,333333333333333;0,2
19;4A;13826,9;962,4;608,2;1;8374;0,111655122999761;0,0561261046095056;0,466204919990447;0,0791736326725579;0,103448275862069;0,103448275862069;0,413793103448276;0,137931034482759;502;379;976;1896;0;0;0;0;0;0
20;12D;12692,7;940,7;616,9;1;7977;0,105302745393005;0,315908236179015;0,2345493293218;0,143286949981196;0,181818181818182;0,136363636363636;0,227272727272727;0,136363636363636;1158;273;799;1851;0,125;0,25;0;0;0;0
21;1B;13559,9;951,1;594,1;1;8734;0,0683535607968857;0;0,121250286237692;0,591825051522785;0,25;0;0,166666666666667;0,25;1235;NA;768;564;0;0;0;0;0;0
22;22D;12826,2;1245,2;967,5;1;8229;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;NA;0
23;16B;13610;970,2;609,3;1;8959;0,130148454068534;0,0104922424377721;0,135171336086617;0,675745060832682;0,214285714285714;0,0714285714285714;0,285714285714286;0,214285714285714;1058;6403;310;1430;0,2;0;0,5;0;0;0
24;5C;13159,7;995,2;616;1;8535;0,0692442882249561;0,0173403632103105;0,054481546572935;0,167662565905097;0,04;0,04;0,04;0,16;1807;196;4126;708;0;0;0;0;0;0
25;8A;12275,7;959,8;588,7;1;8633;0,0690374145719912;0,0152901656434611;0,497277887177111;0,367079810031275;0,1;0,05;0,6;0,15;3984;3826;339;3141;0,5;0,5;0,5;0;0;0
26;20D;0;971,7;591,3;1;8706;0,0263036985986676;0,0136687342062945;0,711118768665288;0,241327819894326;0,0769230769230769;0,0769230769230769;0,384615384615385;0,384615384615385;547;403;1759;850;0;0;0;0,5;1;0
