trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;25B;14093,7;976,4;617,1;1;8948;0,157577112203844;0,0956638354939651;0,32912382655342;0,355163164953062;0,2;0,12;0,28;0,28;345;3383;1415;2322;0,111111111111111;0,2;0;0,111111111111111;0;0,25
2;11C;12442,6;975,9;615,4;1;8336;0,0819337811900192;0,064179462571977;0,0941698656429942;0,101847408829175;0,0303030303030303;0,121212121212121;0,0909090909090909;0,121212121212121;605;286;1356;1675;0,25;1;0;0;0;0
3;2C;13259,8;976,856183745583;616,436042402827;1;8817;0,0249517976636044;0;0,175229669955767;0,17091981399569;0,037037037037037;0;0,222222222222222;0,148148148148148;254;NA;1602;1316;0;0;NA;0;0;NA
4;9D;12309;975,8;619,7;1;8573;0,0885337688090517;0,0769858859209145;0,292779657062872;0,301644698471947;0,103448275862069;0,103448275862069;0,275862068965517;0,310344827586207;3723;809;1033;604;0,571428571428571;0,333333333333333;0,75;0;0;0
5;24A;13843,6;963,5;622,4;1;8855;0,100282326369283;0,105251270468662;0,123546019198193;0,197402597402597;0,0645161290322581;0,161290322580645;0,129032258064516;0,129032258064516;1744;12;7156;1132;0;0;0;0,142857142857143;0,5;0
6;3C;12626;978;626,5;1;8412;0,103304802662863;0;0,109605325725155;0,173442700903471;0,0857142857142857;0;0,114285714285714;0,142857142857143;251;NA;521;1262;0,333333333333333;0,333333333333333;NA;0;0;NA
7;14C;12842,8;982,2;621,9;1;8438;0,289405072292012;0,108793552974639;0,156672197203129;0,219009243896658;0,258064516129032;0,129032258064516;0,193548387096774;0,161290322580645;2050;44;1295;278;0,0833333333333333;0;0,25;0,166666666666667;0;0,5
8;10A;12242,4;983,92538071066;635,163959390863;1;8586;0,371884463079432;0,0257395760540415;0,0853715350570697;0,13382250174703;0,428571428571429;0,0357142857142857;0,0714285714285714;0,107142857142857;2058;5560;776;256;0;0;0;0,0769230769230769;0;0,5
9;15D;12992,9;970,4;632,9;1;8398;0,204215289354608;0,369373660395332;0,0375089306977852;0,305072636341986;0,185185185185185;0,444444444444444;0,037037037037037;0,185185185185185;529;331;2748;2434;0;0;0;0,117647058823529;0;0,166666666666667
10;16B;12509,3;983,5;627,3;1;8741;0,142546619379934;0,0448461274453724;0,210387827479693;0,0931243564809518;0,15625;0,09375;0,21875;0,09375;830;231;391;2049;0,111111111111111;0;0,25;0,222222222222222;0,2;0,25
